affiliate_id,affiliate_name,anomaly_type,latest_month,latest_amount,historical_avg,decline_pct,months_since_last_activity,gap_amount,feed_health_status,severity
1037,,Reconciliation Gap,2025-07,298.63,,,,,,Medium
1037,,Reconciliation Gap,2025-07,119.45,,,,,,Medium
1096,,Reconciliation Gap,2024-06,181.68,,,,,,Medium
1046,,Reconciliation Gap,2025-12,88.75,,,,,,Medium
1096,,Reconciliation Gap,2025-06,82.62,,,,,,Medium
1104,,Reconciliation Gap,2024-04,322.54,,,,,,Medium
1132,,Reconciliation Gap,2024-02,524.49,,,,,,Medium
1126,,Reconciliation Gap,2025-05,127.31,,,,,,Medium
1126,,Reconciliation Gap,2025-05,50.92,,,,,,Medium
1024,,Reconciliation Gap,2024-09,418.14,,,,,,Medium
1072,,Reconciliation Gap,2025-01,281.08,,,,,,Medium
1116,,Reconciliation Gap,2024-04,482.18,,,,,,Medium
1041,,Reconciliation Gap,2024-11,249.82,,,,,,Medium
1055,,Reconciliation Gap,2025-08,348.54,,,,,,Medium
1087,,Reconciliation Gap,2024-09,300.83,,,,,,Medium
1114,,Reconciliation Gap,2025-04,103.02,,,,,,Medium
1114,,Reconciliation Gap,2025-07,594.22,,,,,,Medium
1114,,Reconciliation Gap,2025-07,237.69,,,,,,Medium
1010,,Reconciliation Gap,2025-02,84.65,,,,,,Medium
1045,,Reconciliation Gap,2025-04,225.49,,,,,,Medium
1113,,Reconciliation Gap,2024-01,6.45,,,,,,Medium
1058,,Reconciliation Gap,2024-10,12.74,,,,,,Medium
1037,,Reconciliation Gap,2024-04,315.82,,,,,,Medium
1077,,Reconciliation Gap,2026-03,239.65,,,,,,Medium
1150,,Reconciliation Gap,2024-11,411.21,,,,,,Medium
1006,,Reconciliation Gap,2025-02,229.11,,,,,,Medium
1036,,Reconciliation Gap,2025-05,507.58,,,,,,Medium
1019,,Reconciliation Gap,2024-02,139.79,,,,,,Medium
1019,,Reconciliation Gap,2024-02,55.91,,,,,,Medium
1147,,Reconciliation Gap,2025-07,339.2,,,,,,Medium
1041,,Reconciliation Gap,2024-05,451.97,,,,,,Medium
1034,,Reconciliation Gap,2024-09,341.1,,,,,,Medium
1088,,Reconciliation Gap,2026-03,593.12,,,,,,Medium
1010,,Reconciliation Gap,2025-03,141.21,,,,,,Medium
1131,,Reconciliation Gap,2026-03,197.51,,,,,,Medium
1049,,Reconciliation Gap,2025-07,564.83,,,,,,Medium
1017,,Reconciliation Gap,2024-10,479.34,,,,,,Medium
1138,,Reconciliation Gap,2026-01,235.3,,,,,,Medium
1101,,Reconciliation Gap,2026-02,163.69,,,,,,Medium
1126,,Reconciliation Gap,2025-02,64.22,,,,,,Medium
1072,,Reconciliation Gap,2024-01,176.88,,,,,,Medium
1052,,Reconciliation Gap,2025-06,103.83,,,,,,Medium
1116,,Reconciliation Gap,2024-03,102.41,,,,,,Medium
1081,,Reconciliation Gap,2024-09,433.24,,,,,,Medium
1026,,Reconciliation Gap,2024-01,569.42,,,,,,Medium
1073,,Reconciliation Gap,2024-12,259.79,,,,,,Medium
1068,,Reconciliation Gap,2025-09,568.5,,,,,,Medium
1071,,Reconciliation Gap,2026-01,417.74,,,,,,Medium
1087,,Reconciliation Gap,2026-04,472.06,,,,,,Medium
1124,,Reconciliation Gap,2025-11,461.15,,,,,,Medium
1041,,Reconciliation Gap,2026-03,176.57,,,,,,Medium
1093,,Reconciliation Gap,2024-05,380.92,,,,,,Medium
1087,,Reconciliation Gap,2025-04,594.44,,,,,,Medium
1148,,Reconciliation Gap,2025-07,24.47,,,,,,Medium
1148,,Reconciliation Gap,2025-07,9.79,,,,,,Medium
1021,,Reconciliation Gap,2025-11,399.65,,,,,,Medium
1139,,Reconciliation Gap,2026-02,200.63,,,,,,Medium
1046,,Reconciliation Gap,2026-02,312.48,,,,,,Medium
1090,,Reconciliation Gap,2026-03,-408.53,,,,,,Medium
1113,,Reconciliation Gap,2024-10,251.05,,,,,,Medium
1113,,Reconciliation Gap,2024-10,100.42,,,,,,Medium
1105,,Reconciliation Gap,2025-06,291.05,,,,,,Medium
1071,,Reconciliation Gap,2024-11,29.2,,,,,,Medium
1021,,Reconciliation Gap,2026-01,148.24,,,,,,Medium
1111,,Reconciliation Gap,2026-03,244.52,,,,,,Medium
1005,,Reconciliation Gap,2024-07,271.12,,,,,,Medium
1058,,Reconciliation Gap,2025-08,63.3,,,,,,Medium
1058,,Reconciliation Gap,2025-08,25.32,,,,,,Medium
1114,,Reconciliation Gap,2025-10,189.76,,,,,,Medium
1077,,Reconciliation Gap,2025-09,105.58,,,,,,Medium
1130,,Reconciliation Gap,2025-11,82.53,,,,,,Medium
1148,,Reconciliation Gap,2025-06,234.61,,,,,,Medium
1114,,Reconciliation Gap,2025-12,551.7,,,,,,Medium
1114,,Reconciliation Gap,2025-12,220.68,,,,,,Medium
1104,,Reconciliation Gap,2024-02,519.65,,,,,,Medium
1104,,Reconciliation Gap,2024-02,207.86,,,,,,Medium
1140,,Reconciliation Gap,2025-02,411.61,,,,,,Medium
1017,,Reconciliation Gap,2024-02,478.04,,,,,,Medium
1061,,Reconciliation Gap,2026-03,275.75,,,,,,Medium
1022,,Reconciliation Gap,2024-04,162.56,,,,,,Medium
1008,,Reconciliation Gap,2025-07,133.08,,,,,,Medium
1052,,Reconciliation Gap,2024-02,271.22,,,,,,Medium
1024,,Reconciliation Gap,2024-08,486.89,,,,,,Medium
1137,,Reconciliation Gap,2024-06,370.65,,,,,,Medium
1127,,Reconciliation Gap,2025-06,170.45,,,,,,Medium
1064,,Reconciliation Gap,2024-09,571.56,,,,,,Medium
1026,,Reconciliation Gap,2024-03,595.51,,,,,,Medium
1026,,Reconciliation Gap,2024-03,238.2,,,,,,Medium
1052,,Reconciliation Gap,2025-05,87.45,,,,,,Medium
1016,,Reconciliation Gap,2025-02,310.58,,,,,,Medium
1114,,Reconciliation Gap,2025-08,3.98,,,,,,Medium
1105,,Reconciliation Gap,2024-03,477.92,,,,,,Medium
1116,,Reconciliation Gap,2024-11,497.44,,,,,,Medium
1114,,Reconciliation Gap,2025-11,457.95,,,,,,Medium
1004,,Reconciliation Gap,2024-06,266.17,,,,,,Medium
1148,,Reconciliation Gap,2025-10,182.86,,,,,,Medium
1148,,Reconciliation Gap,2025-10,73.15,,,,,,Medium
1144,,Reconciliation Gap,2024-02,239.31,,,,,,Medium
1140,,Reconciliation Gap,2025-12,59.37,,,,,,Medium
1121,,Reconciliation Gap,2024-01,7.32,,,,,,Medium
1148,,Reconciliation Gap,2025-05,44.82,,,,,,Medium
1071,,Reconciliation Gap,2024-11,84.44,,,,,,Medium
1146,,Reconciliation Gap,2024-03,319.48,,,,,,Medium
1045,,Reconciliation Gap,2025-02,370.61,,,,,,Medium
1026,,Reconciliation Gap,2025-08,438.68,,,,,,Medium
1052,,Reconciliation Gap,2025-10,52.84,,,,,,Medium
1148,,Reconciliation Gap,2025-11,525.81,,,,,,Medium
1090,,Reconciliation Gap,2025-10,35.11,,,,,,Medium
1090,,Reconciliation Gap,2025-10,14.04,,,,,,Medium
1131,,Reconciliation Gap,2025-06,533.51,,,,,,Medium
1088,,Reconciliation Gap,2025-03,220.83,,,,,,Medium
1016,,Reconciliation Gap,2025-08,42.85,,,,,,Medium
1090,,Reconciliation Gap,2024-10,378.07,,,,,,Medium
1017,,Reconciliation Gap,2025-07,370.59,,,,,,Medium
1041,,Reconciliation Gap,2025-07,197.73,,,,,,Medium
1139,,Reconciliation Gap,2024-11,419.96,,,,,,Medium
1018,,Reconciliation Gap,2024-04,273.39,,,,,,Medium
1037,,Reconciliation Gap,2024-01,425.47,,,,,,Medium
1121,,Reconciliation Gap,2026-03,493.95,,,,,,Medium
1057,,Reconciliation Gap,2026-02,540.19,,,,,,Medium
1055,,Reconciliation Gap,2025-10,48.55,,,,,,Medium
1127,,Reconciliation Gap,2025-01,96.49,,,,,,Medium
1022,,Reconciliation Gap,2026-01,306.52,,,,,,Medium
1112,,Reconciliation Gap,2025-01,552.34,,,,,,Medium
1140,,Reconciliation Gap,2024-08,194.78,,,,,,Medium
1016,,Reconciliation Gap,2025-01,73.84,,,,,,Medium
1121,,Reconciliation Gap,2025-02,43.68,,,,,,Medium
1072,,Reconciliation Gap,2025-07,275.41,,,,,,Medium
1136,,Reconciliation Gap,2025-04,222.54,,,,,,Medium
1136,,Reconciliation Gap,2025-04,89.02,,,,,,Medium
1052,,Reconciliation Gap,2024-01,559.61,,,,,,Medium
1148,,Reconciliation Gap,2024-12,3.37,,,,,,Medium
1021,,Reconciliation Gap,2025-06,589.91,,,,,,Medium
1029,,Reconciliation Gap,2024-04,28.73,,,,,,Medium
1086,,Reconciliation Gap,2026-02,53.23,,,,,,Medium
1016,,Reconciliation Gap,2025-08,39.71,,,,,,Medium
1071,,Reconciliation Gap,2025-12,499.56,,,,,,Medium
1040,,Reconciliation Gap,2026-03,462.66,,,,,,Medium
1071,,Reconciliation Gap,2024-05,322.72,,,,,,Medium
1071,,Reconciliation Gap,2024-05,129.09,,,,,,Medium
1034,,Reconciliation Gap,2026-04,423.56,,,,,,Medium
1029,,Reconciliation Gap,2025-12,150.81,,,,,,Medium
1055,,Reconciliation Gap,2024-02,571.38,,,,,,Medium
1055,,Reconciliation Gap,2024-02,228.55,,,,,,Medium
1026,,Reconciliation Gap,2024-01,39.35,,,,,,Medium
1092,,Reconciliation Gap,2025-12,379.1,,,,,,Medium
1016,,Reconciliation Gap,2024-03,120.66,,,,,,Medium
1073,,Reconciliation Gap,2024-02,565.51,,,,,,Medium
1090,,Reconciliation Gap,2024-01,231.18,,,,,,Medium
1058,,Reconciliation Gap,2025-04,530.35,,,,,,Medium
1064,,Reconciliation Gap,2025-02,529.96,,,,,,Medium
1096,,Reconciliation Gap,2025-10,531.08,,,,,,Medium
1004,,Reconciliation Gap,2026-03,428.74,,,,,,Medium
1127,,Reconciliation Gap,2024-11,234.56,,,,,,Medium
1058,,Reconciliation Gap,2026-04,-594.94,,,,,,Medium
1034,,Reconciliation Gap,2024-09,394.98,,,,,,Medium
1013,,Reconciliation Gap,2025-08,508.29,,,,,,Medium
1037,,Reconciliation Gap,2024-08,356.53,,,,,,Medium
1005,,Reconciliation Gap,2025-08,-339.26,,,,,,Medium
1116,,Reconciliation Gap,2024-11,107.4,,,,,,Medium
1004,,Reconciliation Gap,2025-05,2.91,,,,,,Medium
1004,,Reconciliation Gap,2025-05,1.16,,,,,,Medium
1072,,Reconciliation Gap,2024-01,90.76,,,,,,Medium
1122,,Reconciliation Gap,2024-03,225.72,,,,,,Medium
1122,,Reconciliation Gap,2024-03,90.29,,,,,,Medium
1034,,Reconciliation Gap,2026-03,384.46,,,,,,Medium
1126,,Reconciliation Gap,2026-03,215.7,,,,,,Medium
1148,,Reconciliation Gap,2024-05,108.68,,,,,,Medium
1127,,Reconciliation Gap,2024-07,362.43,,,,,,Medium
1127,,Reconciliation Gap,2024-07,144.97,,,,,,Medium
1029,,Reconciliation Gap,2026-02,48.99,,,,,,Medium
1018,,Reconciliation Gap,2025-04,9.31,,,,,,Medium
1021,,Reconciliation Gap,2024-02,233.1,,,,,,Medium
1116,,Reconciliation Gap,2024-12,328.75,,,,,,Medium
1140,,Reconciliation Gap,2024-06,272.14,,,,,,Medium
1055,,Reconciliation Gap,2024-03,206.73,,,,,,Medium
1055,,Reconciliation Gap,2024-03,82.69,,,,,,Medium
1074,,Reconciliation Gap,2025-09,536.2,,,,,,Medium
1132,,Reconciliation Gap,2024-06,34.5,,,,,,Medium
1125,,Reconciliation Gap,2024-09,397.21,,,,,,Medium
1125,,Reconciliation Gap,2024-06,35.07,,,,,,Medium
1137,,Reconciliation Gap,2025-05,121.81,,,,,,Medium
1017,,Reconciliation Gap,2024-04,186.74,,,,,,Medium
1018,,Reconciliation Gap,2025-01,112.97,,,,,,Medium
1018,,Reconciliation Gap,2025-01,45.19,,,,,,Medium
1046,,Reconciliation Gap,2025-07,39.33,,,,,,Medium
1075,,Reconciliation Gap,2025-02,582.5,,,,,,Medium
1121,,Reconciliation Gap,2025-07,413.02,,,,,,Medium
1121,,Reconciliation Gap,2025-07,165.21,,,,,,Medium
1006,,Reconciliation Gap,2025-08,540.52,,,,,,Medium
1024,,Reconciliation Gap,2024-06,569.56,,,,,,Medium
1008,,Reconciliation Gap,2024-03,593.0,,,,,,Medium
1131,,Reconciliation Gap,2024-11,546.71,,,,,,Medium
1131,,Reconciliation Gap,2024-11,218.68,,,,,,Medium
1058,,Reconciliation Gap,2025-04,550.5,,,,,,Medium
1096,,Reconciliation Gap,2025-02,91.91,,,,,,Medium
1019,,Reconciliation Gap,2025-07,468.28,,,,,,Medium
1093,,Reconciliation Gap,2025-01,393.74,,,,,,Medium
1092,,Reconciliation Gap,2025-09,366.17,,,,,,Medium
1073,,Reconciliation Gap,2024-02,448.09,,,,,,Medium
1073,,Reconciliation Gap,2024-02,179.23,,,,,,Medium
1058,,Reconciliation Gap,2025-12,411.7,,,,,,Medium
1058,,Reconciliation Gap,2025-12,164.68,,,,,,Medium
1072,,Reconciliation Gap,2026-01,251.52,,,,,,Medium
1093,,Reconciliation Gap,2026-02,311.11,,,,,,Medium
1015,,Reconciliation Gap,2025-12,305.31,,,,,,Medium
1005,,Reconciliation Gap,2024-07,525.42,,,,,,Medium
1010,,Reconciliation Gap,2025-12,121.47,,,,,,Medium
1024,,Reconciliation Gap,2024-09,225.05,,,,,,Medium
1130,,Reconciliation Gap,2024-12,208.19,,,,,,Medium
1018,,Reconciliation Gap,2024-01,233.47,,,,,,Medium
1046,,Reconciliation Gap,2025-11,126.02,,,,,,Medium
1147,,Reconciliation Gap,2025-04,547.13,,,,,,Medium
1053,,Reconciliation Gap,2026-04,565.95,,,,,,Medium
1087,,Reconciliation Gap,2025-04,153.07,,,,,,Medium
1090,,Reconciliation Gap,2024-04,6.89,,,,,,Medium
1090,,Reconciliation Gap,2024-04,2.76,,,,,,Medium
1061,,Reconciliation Gap,2025-12,67.09,,,,,,Medium
1058,,Reconciliation Gap,2025-11,427.38,,,,,,Medium
1058,,Reconciliation Gap,2025-11,170.95,,,,,,Medium
1131,,Reconciliation Gap,2025-11,193.45,,,,,,Medium
1064,,Reconciliation Gap,2025-03,-244.25,,,,,,Medium
1039,,Reconciliation Gap,2026-01,428.74,,,,,,Medium
1144,,Reconciliation Gap,2025-06,181.87,,,,,,Medium
1064,,Reconciliation Gap,2025-04,78.95,,,,,,Medium
1038,,Reconciliation Gap,2025-11,55.86,,,,,,Medium
1073,,Reconciliation Gap,2024-09,352.38,,,,,,Medium
1138,,Reconciliation Gap,2025-08,566.72,,,,,,Medium
1147,,Reconciliation Gap,2025-06,180.77,,,,,,Medium
1040,,Reconciliation Gap,2025-02,592.35,,,,,,Medium
1040,,Reconciliation Gap,2025-02,236.94,,,,,,Medium
1017,,Reconciliation Gap,2024-12,379.54,,,,,,Medium
1058,,Reconciliation Gap,2026-02,464.69,,,,,,Medium
1018,,Reconciliation Gap,2025-09,261.64,,,,,,Medium
1001,,Reconciliation Gap,2025-06,121.65,,,,,,Medium
1122,,Reconciliation Gap,2024-01,406.86,,,,,,Medium
1075,,Reconciliation Gap,2024-05,63.87,,,,,,Medium
1008,,Reconciliation Gap,2024-10,274.92,,,,,,Medium
1147,,Reconciliation Gap,2024-12,597.69,,,,,,Medium
1092,,Reconciliation Gap,2024-08,136.53,,,,,,Medium
1092,,Reconciliation Gap,2024-08,54.61,,,,,,Medium
1140,,Reconciliation Gap,2025-01,526.24,,,,,,Medium
1010,,Reconciliation Gap,2025-10,502.08,,,,,,Medium
1024,,Reconciliation Gap,2024-09,285.95,,,,,,Medium
1068,,Reconciliation Gap,2025-11,62.84,,,,,,Medium
1096,,Reconciliation Gap,2025-06,431.96,,,,,,Medium
1040,,Reconciliation Gap,2024-07,467.33,,,,,,Medium
1093,,Reconciliation Gap,2024-06,26.05,,,,,,Medium
1073,,Reconciliation Gap,2024-01,10.12,,,,,,Medium
1116,,Reconciliation Gap,2024-04,468.27,,,,,,Medium
1139,,Reconciliation Gap,2025-04,593.23,,,,,,Medium
1037,,Reconciliation Gap,2024-10,217.73,,,,,,Medium
1008,,Reconciliation Gap,2024-05,398.85,,,,,,Medium
1136,,Reconciliation Gap,2026-01,58.04,,,,,,Medium
1105,,Reconciliation Gap,2025-01,414.72,,,,,,Medium
1036,,Reconciliation Gap,2024-05,418.46,,,,,,Medium
1096,,Reconciliation Gap,2025-05,481.85,,,,,,Medium
1077,,Reconciliation Gap,2024-01,517.89,,,,,,Medium
1077,,Reconciliation Gap,2024-01,207.16,,,,,,Medium
1093,,Reconciliation Gap,2024-02,40.34,,,,,,Medium
1122,,Reconciliation Gap,2026-01,340.1,,,,,,Medium
1122,,Reconciliation Gap,2026-01,136.04,,,,,,Medium
1019,,Reconciliation Gap,2025-11,436.67,,,,,,Medium
1033,,Reconciliation Gap,2025-09,35.1,,,,,,Medium
1116,,Reconciliation Gap,2024-03,451.48,,,,,,Medium
1117,,Reconciliation Gap,2025-07,386.88,,,,,,Medium
1128,,Reconciliation Gap,2024-03,514.31,,,,,,Medium
1140,,Reconciliation Gap,2024-04,243.56,,,,,,Medium
1132,,Reconciliation Gap,2025-10,184.5,,,,,,Medium
1074,,Reconciliation Gap,2026-04,34.93,,,,,,Medium
1136,,Reconciliation Gap,2025-04,430.7,,,,,,Medium
1141,,Reconciliation Gap,2024-01,206.46,,,,,,Medium
1121,,Reconciliation Gap,2025-12,66.03,,,,,,Medium
1121,,Reconciliation Gap,2025-12,26.41,,,,,,Medium
1053,,Reconciliation Gap,2024-07,114.56,,,,,,Medium
1053,,Reconciliation Gap,2024-07,45.82,,,,,,Medium
1021,,Reconciliation Gap,2024-02,556.16,,,,,,Medium
1104,,Reconciliation Gap,2025-11,354.62,,,,,,Medium
1010,,Reconciliation Gap,2025-03,503.69,,,,,,Medium
1037,,Reconciliation Gap,2024-06,438.97,,,,,,Medium
1072,,Reconciliation Gap,2025-01,252.65,,,,,,Medium
1090,,Reconciliation Gap,2024-10,273.08,,,,,,Medium
1119,,Reconciliation Gap,2025-12,329.81,,,,,,Medium
1045,,Reconciliation Gap,2024-08,375.44,,,,,,Medium
1140,,Reconciliation Gap,2025-05,326.64,,,,,,Medium
1126,,Reconciliation Gap,2025-08,343.46,,,,,,Medium
1123,,Reconciliation Gap,2025-03,485.46,,,,,,Medium
1144,,Reconciliation Gap,2024-07,162.02,,,,,,Medium
1029,,Reconciliation Gap,2025-12,471.15,,,,,,Medium
1104,,Reconciliation Gap,2025-09,521.15,,,,,,Medium
1126,,Reconciliation Gap,2024-08,307.78,,,,,,Medium
1010,,Reconciliation Gap,2025-01,251.4,,,,,,Medium
1010,,Reconciliation Gap,2026-01,152.68,,,,,,Medium
1046,,Reconciliation Gap,2026-02,354.06,,,,,,Medium
1039,,Reconciliation Gap,2025-04,108.51,,,,,,Medium
1119,,Reconciliation Gap,2025-01,26.78,,,,,,Medium
1053,,Reconciliation Gap,2024-12,281.13,,,,,,Medium
1053,,Reconciliation Gap,2024-12,112.45,,,,,,Medium
1137,,Reconciliation Gap,2025-11,182.44,,,,,,Medium
1071,,Reconciliation Gap,2024-08,574.3,,,,,,Medium
1124,,Reconciliation Gap,2025-02,57.44,,,,,,Medium
1081,,Reconciliation Gap,2024-08,570.31,,,,,,Medium
1140,,Reconciliation Gap,2024-04,402.19,,,,,,Medium
1136,,Reconciliation Gap,2024-02,410.32,,,,,,Medium
1088,,Reconciliation Gap,2025-07,435.08,,,,,,Medium
1119,,Reconciliation Gap,2025-04,293.37,,,,,,Medium
1017,,Reconciliation Gap,2024-06,583.05,,,,,,Medium
1041,,Reconciliation Gap,2025-12,255.97,,,,,,Medium
1099,,Reconciliation Gap,2026-02,412.41,,,,,,Medium
1016,,Reconciliation Gap,2024-07,477.04,,,,,,Medium
1055,,Reconciliation Gap,2025-02,272.05,,,,,,Medium
1024,,Reconciliation Gap,2024-01,385.75,,,,,,Medium
1150,,Reconciliation Gap,2025-01,557.01,,,,,,Medium
1018,,Reconciliation Gap,2026-02,556.2,,,,,,Medium
1034,,Reconciliation Gap,2024-08,83.99,,,,,,Medium
1138,,Reconciliation Gap,2024-11,407.18,,,,,,Medium
1138,,Reconciliation Gap,2024-11,162.87,,,,,,Medium
1125,,Reconciliation Gap,2024-05,76.13,,,,,,Medium
1017,,Reconciliation Gap,2024-08,449.61,,,,,,Medium
1017,,Reconciliation Gap,2024-08,179.84,,,,,,Medium
1034,,Reconciliation Gap,2024-08,371.09,,,,,,Medium
1127,,Reconciliation Gap,2026-02,559.59,,,,,,Medium
1127,,Reconciliation Gap,2026-02,223.84,,,,,,Medium
1019,,Reconciliation Gap,2026-01,349.41,,,,,,Medium
1019,,Reconciliation Gap,2026-01,139.76,,,,,,Medium
1015,,Reconciliation Gap,2024-11,292.8,,,,,,Medium
1033,,Reconciliation Gap,2025-08,220.28,,,,,,Medium
1052,,Reconciliation Gap,2025-12,444.54,,,,,,Medium
1073,,Reconciliation Gap,2025-04,268.6,,,,,,Medium
1139,,Reconciliation Gap,2024-03,505.47,,,,,,Medium
1139,,Reconciliation Gap,2024-03,202.19,,,,,,Medium
1016,,Reconciliation Gap,2024-01,510.13,,,,,,Medium
1130,,Reconciliation Gap,2024-02,332.08,,,,,,Medium
1033,,Reconciliation Gap,2025-02,135.93,,,,,,Medium
1111,,Reconciliation Gap,2025-06,56.61,,,,,,Medium
1133,,Reconciliation Gap,2026-02,309.7,,,,,,Medium
1141,,Reconciliation Gap,2026-01,439.87,,,,,,Medium
1141,,Reconciliation Gap,2026-01,175.95,,,,,,Medium
1049,,Reconciliation Gap,2025-11,126.05,,,,,,Medium
1049,,Reconciliation Gap,2025-11,50.42,,,,,,Medium
1140,,Reconciliation Gap,2024-04,422.98,,,,,,Medium
1055,,Reconciliation Gap,2025-07,343.17,,,,,,Medium
1016,,Reconciliation Gap,2024-09,227.36,,,,,,Medium
1016,,Reconciliation Gap,2024-09,90.94,,,,,,Medium
1113,,Reconciliation Gap,2024-01,302.35,,,,,,Medium
1139,,Reconciliation Gap,2024-08,92.27,,,,,,Medium
1141,,Reconciliation Gap,2025-02,487.18,,,,,,Medium
1041,,Reconciliation Gap,2024-06,389.24,,,,,,Medium
1130,,Reconciliation Gap,2024-05,378.65,,,,,,Medium
1055,,Reconciliation Gap,2025-06,575.05,,,,,,Medium
1141,,Reconciliation Gap,2024-03,131.91,,,,,,Medium
1046,,Reconciliation Gap,2025-09,87.77,,,,,,Medium
1119,,Reconciliation Gap,2024-06,435.2,,,,,,Medium
1049,,Reconciliation Gap,2025-01,81.5,,,,,,Medium
1147,,Reconciliation Gap,2026-04,91.86,,,,,,Medium
1006,,Reconciliation Gap,2025-05,452.05,,,,,,Medium
1124,,Reconciliation Gap,2026-03,407.94,,,,,,Medium
1150,,Reconciliation Gap,2025-03,139.62,,,,,,Medium
1130,,Reconciliation Gap,2024-04,256.73,,,,,,Medium
1017,,Reconciliation Gap,2025-09,526.37,,,,,,Medium
1001,,Reconciliation Gap,2025-06,72.9,,,,,,Medium
1071,,Reconciliation Gap,2025-01,66.18,,,,,,Medium
1123,,Reconciliation Gap,2025-08,220.97,,,,,,Medium
1093,,Reconciliation Gap,2026-03,335.64,,,,,,Medium
1070,,Reconciliation Gap,2024-12,465.08,,,,,,Medium
1024,,Reconciliation Gap,2025-04,470.41,,,,,,Medium
1024,,Reconciliation Gap,2025-04,188.16,,,,,,Medium
1133,,Reconciliation Gap,2024-06,234.99,,,,,,Medium
1112,,Reconciliation Gap,2025-03,55.16,,,,,,Medium
1088,,Reconciliation Gap,2025-09,394.56,,,,,,Medium
1037,,Reconciliation Gap,2025-03,8.9,,,,,,Medium
1037,,Reconciliation Gap,2025-03,3.56,,,,,,Medium
1119,,Reconciliation Gap,2025-12,140.92,,,,,,Medium
1001,,Reconciliation Gap,2024-03,598.1,,,,,,Medium
1130,,Reconciliation Gap,2025-06,11.68,,,,,,Medium
1126,,Reconciliation Gap,2024-12,210.12,,,,,,Medium
1105,,Reconciliation Gap,2025-08,5.28,,,,,,Medium
1117,,Reconciliation Gap,2024-12,568.34,,,,,,Medium
1128,,Reconciliation Gap,2025-12,267.05,,,,,,Medium
1074,,Reconciliation Gap,2025-11,277.78,,,,,,Medium
1015,,Reconciliation Gap,2025-10,473.72,,,,,,Medium
1093,,Reconciliation Gap,2025-06,322.55,,,,,,Medium
1092,,Reconciliation Gap,2024-03,333.84,,,,,,Medium
1128,,Reconciliation Gap,2024-07,568.4,,,,,,Medium
1040,,Reconciliation Gap,2026-01,147.13,,,,,,Medium
1136,,Reconciliation Gap,2024-06,467.92,,,,,,Medium
1116,,Reconciliation Gap,2024-01,459.14,,,,,,Medium
1136,,Reconciliation Gap,2025-05,539.13,,,,,,Medium
1136,,Reconciliation Gap,2025-05,215.65,,,,,,Medium
1119,,Reconciliation Gap,2025-02,135.2,,,,,,Medium
1113,,Reconciliation Gap,2024-02,302.73,,,,,,Medium
1024,,Reconciliation Gap,2025-04,191.1,,,,,,Medium
1019,,Reconciliation Gap,2025-01,368.63,,,,,,Medium
1112,,Reconciliation Gap,2024-12,221.14,,,,,,Medium
1086,,Reconciliation Gap,2025-02,169.58,,,,,,Medium
1049,,Reconciliation Gap,2026-01,163.79,,,,,,Medium
1029,,Reconciliation Gap,2025-04,-483.89,,,,,,Medium
1137,,Reconciliation Gap,2025-06,433.04,,,,,,Medium
1127,,Reconciliation Gap,2025-02,61.64,,,,,,Medium
1137,,Reconciliation Gap,2025-04,447.39,,,,,,Medium
1053,,Reconciliation Gap,2024-01,248.53,,,,,,Medium
1128,,Reconciliation Gap,2025-10,390.36,,,,,,Medium
1146,,Reconciliation Gap,2025-05,465.41,,,,,,Medium
1111,,Reconciliation Gap,2024-06,385.25,,,,,,Medium
1111,,Reconciliation Gap,2024-06,154.1,,,,,,Medium
1017,,Reconciliation Gap,2024-12,138.86,,,,,,Medium
1139,,Reconciliation Gap,2024-10,532.9,,,,,,Medium
1121,,Reconciliation Gap,2025-02,102.47,,,,,,Medium
1121,,Reconciliation Gap,2025-02,40.99,,,,,,Medium
1017,,Reconciliation Gap,2024-06,239.73,,,,,,Medium
1010,,Reconciliation Gap,2026-02,239.72,,,,,,Medium
1033,,Reconciliation Gap,2025-11,559.12,,,,,,Medium
1101,,Reconciliation Gap,2024-05,317.23,,,,,,Medium
1072,,Reconciliation Gap,2025-04,585.05,,,,,,Medium
1150,,Reconciliation Gap,2024-06,355.52,,,,,,Medium
1099,,Reconciliation Gap,2025-10,384.62,,,,,,Medium
1018,,Reconciliation Gap,2024-11,221.06,,,,,,Medium
1026,,Reconciliation Gap,2024-10,282.85,,,,,,Medium
